Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Ghar Ghar Ki Kahani,1970.0,120.0,"Drama, Family",7.6,67.0,T. Prakash Rao,Balraj Sahni,Nirupa Roy,Bharathi
Ghar Grihasti,2004.0,142.0,"Drama, Family",4.0,130.0,Mahesh Tillekar,Aishwarya Narkar,Sulabha Arya,Sajid Sheikh
Ghar Ho To Aisa,1990.0,155.0,Drama,6.0,360.0,Kalpataru,Anil Kapoor,Meenakshi Sheshadri,Raj Kiran
Ghar Jamai,1992.0,148.0,"Comedy, Family",5.8,25.0,Arun Bhatt,Rita Bhaduri,Birbal,Mithun Chakraborty
Ghar Ka Chiraag,1989.0,158.0,Drama,5.9,65.0,Sikander Bharti,Rajesh Khanna,Neelam Kothari,Chunky Panday
Ghar Ka Chirag,1967.0,157.0,Drama,6.6,13.0,Jagdev Bhambri,Abhi Bhattacharya,Biswajit Chatterjee,Dharmendra
Ghar Ka Sukh,1987.0,94.0,"Drama, Family",6.6,11.0,Kalpataru,Shoma Anand,Bharat Bhushan,Sudhir Dalvi
Ghar Ki Izzat,1948.0,136.0,"Drama, Family",5.7,24.0,Ram Daryani,Mumtaz Shanti,Jeevan,Gope
Ghar Mein Ram Gali Mein Shyam,1988.0,136.0,"Drama, Family, Action",4.7,43.0,Subhash Sonik,Beena Banerjee,Rita Bhaduri,Govinda
Ghar Pe Bataao,2021.0,72.0,Drama,7.6,43.0,Neshu Saluja,Saurabh Goyal,Priyanka Sonawane Hedau,
Gharana,1961.0,154.0,"Comedy, Drama, Family",7.1,53.0,S.S. Vasan,Rajendra Kumar,Raaj Kumar,Bipin Gupta
Gharaonda,1977.0,141.0,"Drama, Romance",6.9,196.0,Bhimsain,Amol Palekar,Zarina Wahab,Sadhu Meher
Gharwali Baharwali,1998.0,138.0,Comedy,4.6,640.0,David Dhawan,Anil Kapoor,Raveena Tandon,Rambha
Ghashiram Kotwal,1976.0,108.0,"Biography, History",6.7,71.0,K. Hariharan,Mani Kaul,Saeed Akhtar Mirza,Kamal Swaroop
Ghat Ghat Ka Paani,2017.0,68.0,Documentary,7.8,9.0,Akash Shukla,,,
Ghatothkach,2008.0,91.0,"Animation, Family",6.9,55.0,Singeetam Srinivasa Rao,Sunidhi Chauhan,Shreya Ghoshal,Mahalakshmi Iyer
Ghazab,1982.0,162.0,"Action, Comedy, Drama",6.8,137.0,C.P. Dixit,Seema Deo,Dharmendra,Krishan Dhawan
Ghazab Tamasha,1992.0,144.0,"Comedy, Romance",5.4,27.0,Ranjeet,Rahul Roy,Anu Agrawal,Tanuja
Gho Gho Rani,2019.0,105.0,"History, Romance",9.4,47.0,Munni Pankaj,Nishi Neha Mishra,Pankaj Kamal,Akash Kumar
Ghoonghat,1997.0,120.0,"Action, Comedy, Drama",5.4,27.0,Chinni Prakash,Inder Kumar,Ayesha Jhulka,Arun Bakshi
Ghost,2012.0,118.0,Horror,2.3,225.0,Puja Bedi,Shiney Ahuja,Sayali Bhagat,Julia Bliss
Ghulam Begam Badshah,1973.0,123.0,"Drama, Family",6.2,8.0,Jambulingam,Shatrughan Sinha,Anil Dhawan,Moushumi Chatterjee
Ghulam Begum Badshah,1956.0,124.0,"Drama, History",6.6,5.0,Jugal Kishore,Daljeet,Malika,Nishi
Ghulami,1985.0,199.0,"Action, Drama",7.2,474.0,J.P. Dutta,Dharmendra,Mithun Chakraborty,Naseeruddin Shah
Ghungroo Ki Awaaz,1981.0,138.0,"Mystery, Thriller",6.3,34.0,Shyam Ramsay,Tulsi Ramsay,Vijay Anand,Rekha
Ghutan,2007.0,126.0,Horror,4.9,51.0,Shyam Ramsay,Aryan Vaid,Tarun Arora,Pooja Bharti
Giddh: The Vulture,1984.0,103.0,Drama,6.8,64.0,T.S. Ranga,Om Puri,Smita Patil,Nana Patekar
Gippi,2013.0,95.0,"Comedy, Drama",5.6,790.0,Sonam Nair,Acchui,Anjali,Faraz Ansari
Girlfriend,2004.0,126.0,Drama,3.2,344.0,Karan Razdan,Isha Koppikar,Aashish Chaudhary,Amrita Arora
Glamour Girl,2000.0,123.0,Crime,2.1,23.0,Rakesh Bedi,Kishore Anand Bhanushali,Dolly Bindra,Poonam Dasgupta
Global Baba,2016.0,120.0,Thriller,5.6,184.0,Manoj Shidheshwari Tiwari,Pankaj Tripathi,Sandeepa Dhar,Abhimanyu Singh
Go,2007.0,110.0,"Crime, Drama, Romance",2.7,144.0,Manish Srivastav,Gautam Gupta,Priyanka Kothari,Kay Kay Menon
Goa Dalli CID 999,1968.0,145.0,"Crime, Thriller",8.1,76.0,Dhorairaj Bhagavan,Rajkumar,Sabitha Perara,Lakshmi
God of gods,2019.0,90.0,Documentary,9.3,46.0,Venkatesh Bk,Tejaswini Manogna,Triyug Mantri,Raj Singh Verma
Godaan,1963.0,110.0,Drama,7.0,58.0,Trilok Jetley,Raaj Kumar,Kamini Kaushal,Shashikala
Godam,1983.0,140.0,Drama,7.1,37.0,Dilip Chitre,Satyadev Dubey,Madan Jain,Achyut Potdar
Godmother,1999.0,150.0,"Crime, Drama, Thriller",6.7,202.0,Vinay Shukla,Shabana Azmi,Milind Gunaji,Nirmal Pandey
Golden Eyes Secret Agent 077,1968.0,136.0,"Action, Crime, Mystery",6.3,12.0,Kamal Sharma,Mumtaz,Sailesh Kumar,B.M. Vyas
Golimar,2010.0,160.0,"Action, Crime, Thriller",5.9,506.0,Puri Jagannadh,Tottempudi Gopichand,Priyamani,Roja
Gooli,2008.0,138.0,"Action, Drama, Romance",6.4,80.0,P. Satya,Sudeep,Mamta Mohandas,Kishore Kumar G.
Goonga Pehelwan,2014.0,46.0,"Documentary, Biography, Sport",8.4,14.0,Vivek Chaudhary,Prateek Gupta,Mit Jani,
Goonj,1989.0,142.0,"Action, Drama, Musical",5.8,44.0,Jalal Agha,Kumar Gaurav,Juhi Chawla,Tinnu Anand
Goonj Uthi Shehnai,1959.0,174.0,"Musical, Romance",7.6,32.0,Vijay Bhatt,Rajendra Kumar,Ameeta,Anita Guha
Goopi Gawaiya Bagha Bajaiya,2013.0,79.0,"Animation, Comedy, Drama",7.0,118.0,Shilpa Ranade,Aditya Sharma,Manish Bhawan,Vishal Kumar
Gopal Krishna,1938.0,132.0,,6.6,10.0,Vishnupant Govind Damle,Sheikh Fattelal,Ram Marathe,Shanta Apte
Gopal Krishna,1979.0,132.0,Fantasy,6.9,33.0,Vijay Sharma,Sachin Pilgaonkar,Zarina Wahab,Manher Desai
Gopi,1970.0,143.0,"Action, Comedy, Drama",7.0,195.0,A. Bhimsingh,Dilip Kumar,Saira Banu,Pran
Gopi Kishan,1994.0,161.0,"Action, Comedy, Drama",5.5,814.0,Mukesh Duggal,Sunil Shetty,Karisma Kapoor,Shilpa Shirodkar
Gopichand Jasoos,1982.0,150.0,"Comedy, Thriller",5.9,124.0,Naresh Kumar,Raj Kapoor,Zeenat Aman,I.S. Johar
Gopinath,1948.0,155.0,Drama,7.4,38.0,Mahesh Kaul,Latika,Raj Kapoor,Tripti Mitra
Gora Aur Kala,1972.0,128.0,"Action, Comedy, Drama",5.0,102.0,Naresh Kumar,Rajendra Kumar,Hema Malini,Rekha
Gour Hari Dastaan: The Freedom File,2015.0,114.0,"Biography, Drama",7.4,533.0,Ananth Narayan Mahadevan,Vinay Pathak,Konkona Sen Sharma,Ranvir Shorey
Govindha Govindha,1993.0,145.0,"Action, Crime, Drama",6.7,326.0,Ram Gopal Varma,Nagarjuna Akkineni,Sridevi,Kota Srinivasa Rao
GRADE,2017.0,64.0,Drama,6.1,27.0,Anup Samaddar,Mrinalini Chatterjee,Swati Ghosh,Mrinalini Chatterjee
Grahan,2001.0,110.0,"Crime, Drama",5.1,85.0,Shashilal K. Nair,Jackie Shroff,Manisha Koirala,Anupama Verma
Grahasti,1963.0,154.0,"Drama, Family",6.8,35.0,Kishore Sahu,Ashok Kumar,Nirupa Roy,Pushpavalli
Greater Elephant,2012.0,90.0,Comedy,5.7,47.0,Srinivas Sunderrajan,Hussain Dalal,Naveen Kaushik,Rajiv Mishra
Griha Pravesh,1979.0,134.0,"Drama, Romance",6.9,102.0,Basu Bhattacharya,Sanjeev Kumar,Sharmila Tagore,Sarika
Grihalakshmi - The Awakening,2019.0,70.0,Family,8.7,20.0,Arvind Pandey,,,
Guddu Ki Gun,2015.0,130.0,Comedy,4.7,672.0,Sheershak Anand,Shantanu Ray Chhibber,Kunal Khemu,Payel Sarkar
Guddu Rangeela,2015.0,124.0,"Comedy, Drama",5.3,864.0,Subhash Kapoor,Arshad Warsi,Amit Sadh,Ronit Roy
Gudgudee,1997.0,138.0,"Musical, Romance",4.2,336.0,Basu Chatterjee,Anupam Kher,Pratibha Sinha,Jugal Hansraj
Gudia,1997.0,139.0,Drama,6.7,49.0,Goutam Ghose,Mithun Chakraborty,Nandana Sen,Pran
Gul Makai,2020.0,132.0,"Biography, Drama, War",2.4,213.0,Amjad Khan,Reem Shaikh,Divya Dutta,Atul Kulkarni
Gulabi Gang,2012.0,96.0,Documentary,7.5,209.0,Nishtha Jain,Sampat Pal Devi,Ram Dulari,Devrati
Gumnaam: The Mystery,2008.0,107.0,"Action, Crime",3.7,94.0,Neeraj Pathak,Dino Morea,Mahima Chaudhry,Suman Ranganath
Gumrah,1963.0,155.0,"Drama, Romance",6.9,147.0,B.R. Chopra,Ashok Kumar,Mala Sinha,Sunil Dutt
Gumrah,1993.0,149.0,"Action, Crime, Drama",6.2,700.0,Mahesh Bhatt,Sanjay Dutt,Sridevi,Anupam Kher
Gunaah,1993.0,117.0,"Action, Thriller",4.7,83.0,Mahesh Bhatt,Sunny Deol,Dimple Kapadia,Sumeet Saigal
Gunaah,2002.0,135.0,"Crime, Drama, Thriller",3.3,356.0,Amol Shetge,Bipasha Basu,Dino Morea,Ashutosh Rana
Gunah Aur Kanoon,1970.0,110.0,Crime,5.6,7.0,B.R. Ishara,Sanjeev Kumar,Kumkum,Sailesh Kumar
Gunahon Ka Devta,1967.0,154.0,Drama,5.8,20.0,Devi Sharma,Mehmood,Jeetendra,Rajshree
Gunahon Ka Devta,1990.0,149.0,Action,5.1,16.0,Kawal Sharma,Mithun Chakraborty,Sangeeta Bijlani,Aditya Pancholi
Gunahon Ka Faisla,1988.0,169.0,Action,4.9,14.0,Shibu Mitra,Shatrughan Sinha,Dimple Kapadia,Chunky Panday
Gunda,1969.0,136.0,"Action, Crime, Drama",6.7,32.0,Mohammed Hussain,Nisar Ahmad Ansari,Master Bhagwan,Shakeela Bano Bhopali
Gundaraj,1995.0,140.0,Action,4.2,345.0,Guddu Dhanoa,Ajay Devgn,Amrish Puri,Kajol
Gunehgar,1995.0,125.0,Drama,4.1,40.0,Vikram Bhatt,Atul Agnihotri,Ishrat Ali,Pooja Bhatt
Gunga Jumna,1961.0,178.0,"Action, Drama, Musical",7.6,523.0,Nitin Bose,Dilip Kumar,Vyjayanthimala,Nasir Khan
Guns of Banaras,2020.0,134.0,Action,6.8,41.0,Shekkhar Suri,Karann Nathh,Nathalia Kaur,Ganesh Venkatraman
Gunwali Dulhaniya,2019.0,114.0,"Comedy, Romance",3.5,20.0,Shantanu Anant Tambe,Kanchan Awasthi,Mayur Kumar,Elvis Chaturvedi
Guru,1989.0,174.0,Crime,5.5,113.0,Umesh Mehra,Mithun Chakraborty,Sridevi,Shakti Kapoor
Guru,1980.0,159.0,"Action, Crime, Drama",6.7,481.0,I.V. Sasi,Kamal Haasan,Sridevi,Y.G. Mahendran
Guru,2003.0,162.0,Action,5.6,75.0,Swapan Saha,Mithun Chakraborty,Kaushik Banerjee,Rachana Banerjee
Guru Sishyan,1988.0,139.0,"Action, Comedy",7.1,382.0,S.P. Muthuraman,Rajinikanth,Prabhu,Gautami
Guru Sishyan,2010.0,150.0,Romance,2.7,18.0,Sakthi Chidambaram,Amarasigamani,Shruti Marathe,Sathyaraj
Guru Suleman Chela Pahelwan,1981.0,134.0,"Action, Comedy",6.0,7.0,Radhakant,Dara Singh,Mehmood,Bindu
Gurudev,1993.0,147.0,"Action, Drama, Romance",4.9,150.0,Vinod Mehra,Rishi Kapoor,Sridevi,Anil Kapoor
Gustakhi Maaf,1969.0,136.0,Comedy,6.6,9.0,Raj Kumar Bedi,Rajkumar Bedi,Tanuja,Sanjeev Kumar
Guy in the blue,2015.0,86.0,"Mystery, Romance, Thriller",6.7,7.0,Akhilesh Verma,Jannat Shekhawat,Varsha Varsha,Uma Verma
Gyara Hazar Ladkian,1962.0,152.0,Drama,5.8,5.0,Khwaja Ahmad Abbas,Mala Sinha,Bharat Bhushan,Helen
Haal-e-Dil,2008.0,124.0,"Drama, Romance",3.4,240.0,Anil Devgan,Amita Pathak,Nakuul Mehta,Adhyayan Suman
Haat - The Weekly Bazaar,2011.0,102.0,Drama,5.7,14.0,Seema Kapoor,Divya Dutta,Mukesh Tiwari,Archana Puran Singh
Haath Ki Safai,1974.0,137.0,"Action, Drama",6.3,104.0,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Simi Garewal
Haathi Ka Anda,2002.0,75.0,Adventure,6.2,11.0,Arun Khopkar,Tushar Dalvi,Parzaan Dastur,Amin Gazi
Haathkadi,1982.0,156.0,"Family, Drama, Thriller",5.4,28.0,Surendra Mohan,Sanjeev Kumar,Reena Roy,Shatrughan Sinha
Haathkadi,1995.0,156.0,"Action, Comedy, Drama",4.2,131.0,Rama Rao Tatineni,Govinda,Shilpa Shetty Kundra,Madhoo
Haathon Ki Lakeeren,1986.0,139.0,"Musical, Drama, Family",7.3,42.0,Chetan Anand,Sanjeev Kumar,Zeenat Aman,Jackie Shroff
Haatim Tai,1990.0,125.0,"Drama, Fantasy, Romance",5.8,314.0,Babubhai Mistry,Jeetendra,Sangeeta Bijlani,Sonu Walia
Hafta Vasuli,1998.0,140.0,Action,4.9,25.0,Deepak Balraj Vij,Jackie Shroff,Aditya Pancholi,Ayub Khan
Haggada Kone: End of the Rope,2014.0,102.0,Drama,8.4,52.0,Dayal Padmanabhan,Naveen Krishna,Suchendra Prasad,Mohan
Hai Apna Dil Toh Awara,2016.0,120.0,Comedy,6.1,18.0,Monjoy Joy Mukerji,Sahil Anand,Divya Chouksey,Sareh Far
Hai Golmaal in White House,2015.0,125.0,Comedy,2.5,8.0,Salar Shaikh,Arun Bakshi,Krishna Bhatt,Rajesh Chowdhury
Hair is Falling: A Serious Comedy Film,2011.0,120.0,"Comedy, Drama",5.3,31.0,Vicky Bhardwaj,Rajesh Bhardwaj,Sanjana Tiwari,Priyanka
Haisiyat,1984.0,185.0,"Action, Drama, Romance",4.9,26.0,Narayana Rao Dasari,Jeetendra,Jaya Prada,Pran
Haiwan,1977.0,107.0,"Musical, Mystery, Thriller",6.1,10.0,Ram Mukherjee,Rono Mukherjee,Ram Rano,Laxmi Chhaya
Halaku,1956.0,122.0,"Adventure, Drama, Musical",6.8,36.0,D.D. Kashyap,Meena Kumari,Ajit,Pran
Half Songs,2021.0,79.0,"Music, Romance",9.7,7.0,Sriram Raja,Raj Banerjee,Emon Chatterjee,Purshottam Mulani
Half Ticket,1962.0,168.0,"Musical, Comedy, Romance",7.4,484.0,Kalidas,Kishore Kumar,Madhubala,Pran
Halkaa,2018.0,114.0,"Drama, Family",7.2,378.0,Nila Madhab Panda,Ranvir Shorey,Paoli Dam,Aryan Preet
Halo,1996.0,92.0,"Drama, Family",7.9,449.0,Santosh Sivan,Benaf Dadachandji,Rajkumar Santoshi,Sahil Choujar
Ham Sab Chor Hain,1956.0,117.0,Comedy,6.4,28.0,I.S. Johar,I.S. Johar,Majnu,Shammi Kapoor
Hamaara Sansaar,1978.0,128.0,Drama,6.7,10.0,T. Prakash Rao,Parikshit Sahni,Nutan,Mithun Chakraborty
"Hamara Shahar - Bombay, Our City",1985.0,82.0,Documentary,7.8,43.0,Anand Patwardhan,Deepa Arora,Rita Bhatia,Supriya Pathak
Hamara Tiranga,2018.0,118.0,"Adventure, Drama, History",7.5,8.0,Sajeev Balath,Rahul Dev,Harry Key,Thomas Munro
Hameshaa,1997.0,141.0,"Action, Drama, Romance",5.3,629.0,Sanjay Gupta,Saif Ali Khan,Kajol,Aditya Pancholi
Hamraaz,1967.0,170.0,"Musical, Mystery, Thriller",7.1,390.0,B.R. Chopra,S.N. Banerjee,Urmila Bhatt,Birbal
Hamrahi,1963.0,149.0,"Drama, Family",6.4,29.0,T. Prakash Rao,Rajendra Kumar,Jamuna,Mehmood
Hamrahi,1944.0,121.0,"Drama, Romance",6.7,10.0,Bimal Roy,Maya Basu,Radhamohan Bhattacharya,Tulsi Chakraborty
Hanan,2004.0,127.0,"Musical, Action, Drama",6.0,44.0,Makrand Deshpande,Manoj Bajpayee,Sonali Kulkarni,Seema Biswas
Hansa,2012.0,88.0,Drama,7.7,36.0,Manav Kaul,Trimala Adhikari,Abhay Joshi,Ashish Kumar
Hansa: Ek Sanyog,2019.0,135.0,Drama,7.6,13.0,Santosh Kashyap,Dhiraj Verma,Master Ayushman,Istiyak Khan
Hanste Khelte,1984.0,108.0,Crime,5.7,23.0,Dayanand,Mithun Chakraborty,Zarina Wahab,Vijayendra Ghatge
Hanuman,2005.0,89.0,Animation,7.6,796.0,V.G. Samant,Milind Ukey,Mukesh Khanna,Viraj
Hanuman Da Damdaar,2017.0,105.0,"Animation, Family",5.4,131.0,Ruchi Narain,Salman Khan,Sunny Deol,Raveena Tandon
Hanuman Vijay,1974.0,120.0,Fantasy,7.4,11.0,Babubhai Mistry,Hercules,Ashish Kumar,Kanan Kaushal
Hanuman vs. Mahiravana,2018.0,91.0,Animation,6.9,103.0,Ezhil Vendan,Rajesh Jolly,,
Happi,2019.0,135.0,"Comedy, Drama",7.4,69.0,Bhavna Talwar,Pankaj Kapur,Supriya Pathak,Hrishitaa Bhatt
Happy Hardy and Heer,2020.0,123.0,"Comedy, Romance",5.9,580.0,Raka,Ashwin Dhar,Karen Elliot,Trupti Khamkar
Happy Husbands,2011.0,134.0,"Comedy, Drama",3.2,22.0,Jaiveer,Anay,Kurush Deboo,Mohit Ghai
Haqeeqat,1964.0,184.0,"Action, Musical, War",7.8,458.0,Chetan Anand,Balraj Sahni,Dharmendra,Vijay Anand
Haqeeqat,1985.0,148.0,"Crime, Drama",4.6,22.0,Rama Rao Tatineni,Asrani,Raj Babbar,Beena Banerjee
Haqeeqat,1995.0,166.0,"Action, Drama, Romance",4.6,321.0,Kuku Kohli,Ajay Devgn,Tabu,Aruna Irani
Haque,1991.0,121.0,Drama,4.4,25.0,Harish Bhosle,Dimple Kapadia,Anupam Kher,Aasif Sheikh
Har Har Gange,1979.0,135.0,"Adventure, Drama, Fantasy",6.6,8.0,Babubhai Mistry,Neera,Ashish Kumar,Anjana Mumtaz
Har Har Mahadev,1950.0,137.0,Fantasy,6.4,8.0,Jayant Desai,Nirupa Roy,Trilok Kapoor,Jeevan
Harami,2020.0,100.0,"Crime, Drama, Romance",7.7,957.0,Shyam Madiraju,Emraan Hashmi,Rizwan Shaikh,Dhanshree Patil
Hare Kanch Ki Chooriyan,1967.0,165.0,"Drama, Family, Romance",6.5,17.0,Kishore Sahu,Biswajit Chatterjee,Shiv Kumar,Lalita Pawar
Haré Rama Haré Krishna,1971.0,149.0,"Drama, Musical",7.2,770.0,Dev Anand,Zeenat Aman,Dev Anand,Mumtaz
Harfan Maulaa,1976.0,138.0,"Action, Crime, Drama",5.5,10.0,S.M. Sagar,Ashok Kumar,Kabir Bedi,Asha Sachdev
Hari Darshan,1982.0,160.0,Fantasy,7.5,45.0,Chandrakant,Abhi Bhattacharya,Satyajeet,Jayshree Gadkar
Hari Om,2004.0,108.0,"Romance, Comedy",6.2,111.0,Ganapathy Bharat,A.K. Hangal,Jean-Marie Lamour,Camille Natta
Hari Puttar: A Comedy of Terrors,2008.0,90.0,"Comedy, Drama, Family",1.9,314.0,Rajesh Bajaj,Lucky Kohli,Jackie Shroff,Sarika
Hari-Bhari,2000.0,134.0,"Drama, Family",5.7,103.0,Shyam Benegal,Shabana Azmi,Rajit Kapoor,Rajeshwari Sachdev
Hariyali Aur Rasta,1962.0,160.0,"Musical, Drama, Romance",6.9,68.0,Vijay Bhatt,Manoj Kumar,Mala Sinha,Shashikala
Harsh Beauty,2005.0,53.0,Documentary,6.4,14.0,Alessandra Zeka,,,
Haseena,2018.0,135.0,Comedy,4.4,92.0,Vicky Ranawat,Garima Agarwal,Mohit Arora,Inayat Sharma
Haseena Maan Jayegi,1968.0,165.0,"Action, Drama, Musical",6.7,108.0,Prakash Mehra,Prakash Mehra,Shashi Kapoor,Babita Kapoor
Haseenon Ka Devata,1971.0,131.0,"Action, Crime, Drama",5.4,10.0,Ravikant Nagaich,Sanjay Khan,Rekha,Sujit Kumar
Hasti,1993.0,149.0,Action,4.7,35.0,Ashok Gaekwad,Jackie Shroff,Naseeruddin Shah,Nagma
Hatey Bazarey,1967.0,133.0,Drama,7.9,50.0,Tapan Sinha,Ajitesh Bannerjee,Bhanu Bannerjee,Samit Bhanja
Hathyar,1989.0,140.0,"Action, Crime",6.0,269.0,J.P. Dutta,Sangeeta Bijlani,Dharmendra,Sanjay Dutt
Hathyar: Face to Face with Reality,2002.0,140.0,"Action, Crime, Drama",5.6,625.0,Mahesh Manjrekar,Sanjay Dutt,Shilpa Shetty Kundra,Sharad S. Kapoor
Hattrick,2007.0,110.0,"Comedy, Drama, Romance",4.2,460.0,Milan Luthria,Nana Patekar,Danny Denzongpa,Paresh Rawal
Hatya,1988.0,151.0,"Action, Crime, Drama",6.9,390.0,Kirti Kumar,Govinda,Neelam Kothari,Raj Kiran
Hatya: The Murder,2004.0,131.0,"Action, Crime, Drama",4.1,492.0,Kader Kashmiri,Akshay Kumar,Varsha Usgaonkar,Navin Nischol
Hatyara,1998.0,136.0,Action,5.6,31.0,T.L.V. Prasad,Mithun Chakraborty,Suman Ranganath,Rami Reddy
Hatyarin,1991.0,129.0,Horror,4.1,17.0,Vinod Talwar,Rana Jung Bahadur,Sunil Dhawan,Kamna
Haunted Hills,2020.0,102.0,Horror,6.7,31.0,Sanjeev Kumar Rajput,Sharan Anandani,Gavie Chahal,Krishna Chaturvedi
Hava Aney Dey,2004.0,93.0,Drama,6.2,101.0,Partho Sen-Gupta,Aniket Vishwasrao,Nishikant Kamat,Tannishtha Chatterjee
Hawa,2003.0,129.0,"Drama, Horror, Thriller",3.3,290.0,Guddu Dhanoa,Tabu,Shahbaaz Khan,Mukesh Tiwari
Hawas,2004.0,123.0,"Drama, Romance, Thriller",2.7,202.0,Karan Razdan,Shawar Ali,Meghna Naidu,Tarun Arora
Hawayein,2003.0,176.0,"Drama, Romance",6.2,180.0,Amitoj Mann,Amitoj Mann,Babbu Mann,Anandee Tripathi
Haye Mera Dil,1968.0,170.0,Drama,6.5,11.0,Ved-Madan,Kishore Kumar,Kumkum,I.S. Johar
Hazaar Chaurasi Ki Maa,1998.0,186.0,Drama,7.1,274.0,Govind Nihalani,Jaya Bachchan,Anupam Kher,Seema Biswas
Heart of a Murderer,2013.0,56.0,"Documentary, Drama",7.8,9.0,Catherine McGilvray,,,
Heartless,2014.0,131.0,"Drama, Family, Romance",5.1,458.0,Shekhar Suman,Adhyayan Suman,Ariana Ayam,Deepti Naval
Heer Raanjha,1970.0,142.0,"Musical, Romance, Drama",7.0,192.0,Chetan Anand,Raaj Kumar,Priya Rajvansh,Pran
Heer Ranjha,1992.0,159.0,"Drama, Romance",5.1,147.0,Harmesh Malhotra,Anil Kapoor,Sridevi,Anupam Kher
Heera Lal Panna Lal,1999.0,127.0,"Drama, Action, Comedy",4.0,60.0,Kawal Sharma,Mithun Chakraborty,Johnny Lever,Payal Malhotra
Heeron Ka Chor,1982.0,133.0,Action,3.4,9.0,S.K. Kapur,Mithun Chakraborty,Chandrashekhar,Leena Das
Hello Darling,2010.0,104.0,"Comedy, Drama",2.7,115.0,Manoj Shidheshwari Tiwari,Gul Panag,Celina Jaitly,Isha Koppikar
Hello Hum Lallann Bol Rahe Hain,2010.0,130.0,"Comedy, Drama",6.3,132.0,Dilip Shukla,Rajpal Yadav,Preeti Mehra,Makarand Anaspure
Hello Zindagi,2010.0,125.0,"Drama, Family",6.0,13.0,Raja Unnithan,Kitu Gidwani,Milind Gunaji,Neena Gupta
Help,2010.0,109.0,"Horror, Thriller",4.3,358.0,Rajeev Virani,Bobby Deol,Mugdha Godse,Shreyas Talpade
Henna,1991.0,184.0,"Drama, Romance, Musical",6.4,667.0,Randhir Kapoor,Rishi Kapoor,Zeba Bakhtiar,Ashwini Bhave
Hera Pheri,1976.0,164.0,"Action, Comedy, Crime",6.8,998.0,Prakash Mehra,Saira Banu,Vinod Khanna,Amitabh Bachchan
Hercules,1964.0,142.0,Adventure,5.3,33.0,Shriram,Dara Singh,Mumtaz,Habib
Hero,1983.0,173.0,"Action, Drama, Romance",6.7,810.0,Subhash Ghai,Sanjeev Kumar,Shammi Kapoor,Jackie Shroff
Hero Hindustani,1998.0,152.0,"Action, Comedy, Drama",4.8,308.0,Aziz Sejawal,Arshad Warsi,Namrata Shirodkar,Kader Khan
Hero Hiralal,1988.0,146.0,"Action, Comedy, Drama",6.2,263.0,Ketan Mehta,V. Menon,Naseeruddin Shah,Sanjana Kapoor
Hey Bro,2015.0,113.0,"Action, Comedy, Drama",2.9,169.0,Ajay Chandhok,Ganesh Acharya,Maninder Singh,Nupur Sharma
Hey Ram Hamne Gandhi Ko maar Diya,2018.0,106.0,Drama,6.3,166.0,Naeem Siddiqui,Jatin Goswami,Samiksha Bhatnagar,Subrat Dutta
Hide & Seek,2010.0,105.0,"Drama, Horror, Thriller",4.2,220.0,Shawn Arranha,Purab Kohli,Arjan Bajwa,Mrinalini Sharma
Hifazat,1987.0,136.0,"Drama, Family",5.4,140.0,Prayag Raj,Ashok Kumar,Nutan,Anil Kapoor
High Jack,2018.0,102.0,Comedy,5.4,303.0,Akarsh Khurana,Sumeet Vyas,Mantra Mugdh,Sonnalli Seygall
Highway Courtesans,2004.0,71.0,Documentary,7.3,30.0,Mystelle Brabbee,,,
Hijack,2008.0,117.0,"Action, Thriller",3.7,312.0,Kunal Shivdasani,Shiney Ahuja,Mona Ambegaonkar,Ishita Chauhan
Himalay Ki Godmein,1965.0,120.0,"Adventure, Drama, Family",6.8,92.0,Vijay Bhatt,Mala Sinha,Manoj Kumar,Shashikala
Himmat,1970.0,152.0,"Action, Drama, Thriller",6.4,31.0,Ravikant Nagaich,Jeetendra,Mumtaz,Prem Chopra
Himmat,1996.0,138.0,"Action, Drama, Thriller",4.5,196.0,Sunil Sharma,Anand,Sunny Deol,Tabu
Himmat Aur Mehanat,1987.0,137.0,"Action, Comedy, Drama",5.0,43.0,K. Bapaiah,Jeetendra,Sridevi,Asrani
Himmatvar,1996.0,149.0,"Action, Drama",5.1,18.0,Talat Jani,Arun Bakshi,Gajendra Chauhan,Dharmendra
Himmatwala,1983.0,179.0,"Action, Comedy, Drama",4.5,275.0,K. Raghavendra Rao,Sridevi,Jeetendra,Amjad Khan
Himmatwala,1998.0,120.0,Action,4.3,26.0,Jayant Gilatar,Tinnu Anand,Beena Banerjee,Mithun Chakraborty
Hindustan Ki Kasam,1973.0,152.0,"Action, Drama, War",6.2,120.0,Chetan Anand,Raaj Kumar,Priya Rajvansh,Balraj Sahni
Hindustani Sipahi,2002.0,128.0,Action,5.3,7.0,Pasanta Bal,Victor Banerjee,Sabyasachi Chakrabarty,Mithun Chakraborty
Hira Aur Patthar,1977.0,125.0,Family,5.9,14.0,Vijay Bhatt,Ashok Kumar,Shashi Kapoor,Shabana Azmi
Hiraasat,1987.0,180.0,"Action, Crime, Drama",5.4,33.0,Surendra Mohan,Hema Malini,Shatrughan Sinha,Mithun Chakraborty
